label,gender,profession,ideology_binary,ideology_multiclass
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3f964fe5ce98c9992e4b8bb6e5e98449,female,politician,left,left
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
3fca2222724a51123b0501e9ba980885,female,journalist,right,right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
405b6e07490f938792a5ad268a5a3ec4,male,politician,right,moderate_right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
40da35ba384c6595d6fdd0315bfb1977,male,politician,left,right
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41d89a003a780d6d08f64be143a139a4,female,journalist,left,moderate_left
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
41dc712a79eb4fa42d6be198a7baa619,male,journalist,right,moderate_right
